CDASISTE,CDCOBERT,CDCONTRA,CDDIVFAC,CDDIVGRP,CDDIVISA,CDENTIDA,CDESTADO,CDGARANT,CDIMPUES,CDNUDSAP,CDPROVEE,CDRETENC,CDSERVIC,CDTPMOVI,CDUSUALT,CDUSUMOD,FEPAGSAP,FHALTA,FHINTERF,FHULTMOD,IMESTCTV,IMESTDIV,IMESTGRP,IMFACCTV,IMFACDIV,IMFACGRP,IMICTSAP,IMIMPSAP,IMNCTSAP,IMNETSAP,IMPAGCTV,IMPAGDIV,IMPAGGRP,NUORDEN,RGENVIO,RGFACTUR,RGMOVIMI,RGMOVIMI_R,RGPERSON,RGPRESTA,RGRECIBI,RGSUPLEM,SWACUPRO,SWCONFIR,SWDESCUE,SWESTVEN,SWGESTOC,SWIVA,SWIVAINC,SWPDTPRO,SWREEMBO,SWVISAUT,TPMOVPRC,REPLACE(REPLACE(REPLACE(TXDESCRI,',',''),CHR(10),''),CHR(10),''),REPLACE(REPLACE(REPLACE(TXDOMICI,',',''),CHR(10),''),CHR(10),'')
119070429,A00,40010002001037,ARS,EUR,ARS,1,P,A0020,C1,2000247620,110697,02,0,C,AROCIOS,NONTIVE,04/2019,18-FEB-19,22-MAR-19,11-APR-19,1959.11,1959.11,40.04,1925.71,1925.71,39.36,43.27,1925.71,35.76,1591.49,1925.71,1925.71,39.36,1,2615,169556,6665904,,115075,10048806,6436,0,N,M,N,N,N,S,S,N,N,S,P,ABIERTO HASTA 19HS CENTRO (PERGAMINO / BUENOS AIRES)  (ARGENTINA) RN8  PERGAMINO,
119070467,A00,40010002000053,ARS,EUR,ARS,1,P,A0040,C1,2000247441,113465,02,200,C,EMEDIN1,NONTIVE,04/2019,18-FEB-19,11-MAR-19,08-APR-19,415,415,8.51,414.36,414.36,8.49,9.31,414.36,7.7,342.45,414.36,414.36,8.49,1,2609,170146,6665935,,186165,10048844,6430,0,N,S,N,N,N,S,S,N,N,S,P,MECANICA LIGERA,
119070469,A00,400100020000087,ARS,EUR,ARS,1,P,A0020,C1,2000247460,114016,02,0,C,SRGONZ2,NONTIVE,04/2019,18-FEB-19,11-MAR-19,08-APR-19,3788.39,3788.39,77.66,3725,3725,76.36,83.7,3725,69.17,3078.51,3725,3725,76.36,1,2609,170090,6665944,,370610,10048849,6430,0,N,M,N,N,N,S,S,N,N,S,P,BELGRANO 70 // ACOM PAX 1,
119070504,A00,40010002000053,ARS,EUR,ARS,1,P,A0020,C1,2000249837,114637,02,0,C,BAGILET,IDSANC1,06/2019,18-FEB-19,07-JUN-19,21-JUN-19,784,784,15.88,783.65,783.65,15.88,15.8,783.65,13.06,647.65,783.65,783.65,15.88,1,2655,173112,6665970,,377207,10048877,6547,0,N,S,N,N,N,S,S,N,N,S,P,NO ENVIAR ANTES DE LAS 17 30 -- !! A PARTIR DE LAS 17 40 - PUEDE ESTAR A ESA HORA -,
119070500,A00,40010002000703,ARS,EUR,ARS,1,P,A0020,C1,2000248727,114304,02,0,C,SDAIANA,NONTIVE,05/2019,18-FEB-19,07-MAY-19,17-MAY-19,489,489,9.69,486.24,486.24,9.63,9.78,486.24,8.08,401.85,486.24,486.24,9.63,1,2636,171598,6665979,,373361,10048881,6493,0,N,S,N,N,N,S,S,N,N,S,P,AVENIDA PRESIDENTE CASTILLO 2974 - CONCESIONARIO KARAM AUTOMOTORES SA (DE 16 A 2,
119070556,A00,40010002000053,ARS,EUR,ARS,1,P,A0020,C1,2000247189,110942,02,0,C,ALTUNAM,NONTIVE,03/2019,18-FEB-19,11-MAR-19,28-MAR-19,6671.64,6671.64,138.5,6673.64,6673.64,138.54,149.98,6673.64,123.95,5515.4,6673.64,6673.64,138.54,1,2608,169563,6666071,,115423,10048962,6421,0,N,S,N,N,N,S,S,N,N,S,P,MENDOZA & DONADO  ROSARIO  SANTA FE  ARGENTINA /// 1 PAX TALLER // LA ESPERA,
119070559,A00,40010002000088,ARS,EUR,ARS,1,P,A0020,C4,2000247396,113169,02,0,C,AMA_ARGENTINA,NONTIVE,04/2019,18-FEB-19,03-APR-19,08-APR-19,560.78,560.78,11.5,560.77,560.77,11.5,11.53,560.77,9.15,445.06,560.77,560.77,11.5,1,2622,170473,6666081,,127785,10048975,6430,0,N,M,N,N,N,S,S,N,N,S,P,MAR DE PLATA// 12 DE OCTUBE Y LISANDRO LOPEZ//ASE INDICA// TALLER RECIBE//1PAX,
119070572,A00,400100020000087,ARS,EUR,ARS,1,P,A0020,C1,2000247040,114859,02,0,C,AMA_ARGENTINA,NONTIVE,03/2019,18-FEB-19,11-MAR-19,21-MAR-19,694.78,694.78,15.09,694.8,694.8,15.09,15.61,694.8,12.9,574.22,694.8,694.8,15.09,1,2608,169704,6666087,,381193,10048986,6409,0,N,M,N,N,N,S,S,N,N,S,P,REMOLQUE,
119070729,A00,40010002000113,ARS,EUR,ARS,1,P,A0020,C1,2000248308,113514,02,0,C,FABAZAT,NONTIVE,04/2019,18-FEB-19,09-APR-19,30-APR-19,1239.71,1239.71,24.76,1239.7,1239.7,24.76,25.48,1239.7,21.06,1024.55,1239.7,1239.7,24.76,1,2624,170731,6666305,,199046,10049186,6463,1,N,S,N,N,N,S,S,N,N,S,P,ALDEA SANTA MARÍA  ENTRE RÍOS  ARGENTINA /// TALLER- ASE INDICA- 1 PAX- CIERRA 2,
119069615,A00,40010002000088,ARS,EUR,ARS,1,P,A0020,C1,2000247515,114678,02,0,C,MFACUND,NONTIVE,04/2019,18-FEB-19,13-MAR-19,08-APR-19,2850.34,2850.34,58.43,2711.61,2711.61,55.59,60.93,2711.61,50.36,2241,2711.61,2711.61,55.59,1,2610,170195,6666345,,377936,10049220,6430,0,N,M,N,N,N,S,S,N,N,S,P,RUTA 16 Y RUTA 14- PARQUE INDUSTRIL GUALEGUAYCHU  TALLER EXCERAMICA RPB - VH VIA,
119068811,A00,40010002000114,ARS,EUR,ARS,1,P,A0020,C1,2000249017,114560,02,0,C,AJLUPI1,NONTIVE,05/2019,18-FEB-19,07-MAY-19,23-MAY-19,951,951,19.01,948.28,948.28,18.96,19.45,948.28,16.07,783.7,948.28,948.28,18.96,1,2636,172144,6666358,,375818,10049233,6505,1,N,S,N,N,N,S,S,N,N,S,P,AZCUÉNAGA 3121  B1662CQR MUÑIZ  BUENOS AIRES  ARGENTINA /// BARRIO EL FARO  ASCUENAGA 3121 SAN MIGEL  BUENOS AIRES UN PAX DOMICILIO,
119070899,A00,40010002000053,ARS,EUR,ARS,1,P,A0040,C1,2000249837,114637,02,200,C,FLAVIAL,IDSANC1,06/2019,18-FEB-19,07-JUN-19,21-JUN-19,424,424,8.59,423.13,423.13,8.57,8.47,423.13,7,349.7,423.13,423.13,8.57,1,2655,173112,6666490,,377207,10049366,6547,0,N,S,N,N,N,S,S,N,N,S,P,MECANICA LIGERA,
119070910,A00,40010002000054,ARS,EUR,ARS,1,P,A0040,C1,2000247660,114299,02,200,C,CMULLER,NONTIVE,04/2019,18-FEB-19,22-MAR-19,11-APR-19,566,566,11.57,565.55,565.55,11.56,12.8,565.55,10.58,467.4,565.55,565.55,11.56,1,2615,170165,6666500,,373314,10049376,6436,0,N,S,N,N,N,S,S,N,N,S,P,PTE DE BAT VH EN LA CALLE,
119070886,A00,40010002000088,ARS,EUR,ARS,1,P,A0040,C1,2000248577,114718,02,200,C,AMA_ARGENTINA,NONTIVE,05/2019,18-FEB-19,26-APR-19,09-MAY-19,346,346,6.82,345.15,345.15,6.8,7.21,345.15,5.96,285.25,345.15,345.15,6.8,1,2632,171576,6666502,,378558,10049348,6472,0,N,S,N,N,N,S,S,N,N,S,P,MECANICA LIGERA,
119070917,A00,40010002000053,ARS,EUR,ARS,1,P,A0040,C1,2000249643,114637,02,200,C,GAPARD1,IDSANC1,06/2019,18-FEB-19,27-MAY-19,13-JUN-19,424,424,8.36,423.13,423.13,8.34,8.66,423.13,7.16,349.7,423.13,423.13,8.34,1,2648,172387,6666508,,377207,10049383,6535,0,N,S,N,N,N,S,S,N,N,S,P,RIS NEUM,
119070925,A00,40010002000113,ARS,EUR,ARS,1,P,A0040,C1,2000246726,113699,02,200,C,AMA_ARGENTINA,NONTIVE,03/2019,18-FEB-19,25-FEB-19,15-MAR-19,441,441,9.49,440.5,440.5,9.48,10.31,440.5,8.52,364.05,440.5,440.5,9.48,1,2602,169436,6666520,,256366,10049394,6400,1,N,M,N,N,N,S,S,N,N,S,P,MECANICA LIGERA,
119070960,A00,40010002000088,ARS,EUR,ARS,1,P,A0020,C1,2000247729,114710,02,0,C,MSFARIA,HERAMAR,04/2019,18-FEB-19,21-MAR-19,11-APR-19,4467.32,4467.32,91.31,4467.32,4467.32,91.31,100.37,4467.32,82.95,3692,4467.32,4467.32,91.31,1,2614,170209,6666554,,378466,10049427,6436,0,N,S,N,N,N,S,S,N,N,S,P,CALLE 25 Y 160 // DOM DE ASE,
119070972,A00,40010002000113,ARS,EUR,ARS,1,P,A0040,C1,2000247721,113800,02,200,C,EFRAINE,NONTIVE,04/2019,18-FEB-19,22-MAR-19,11-APR-19,389.32,389.32,7.96,353.93,353.93,7.23,7.95,353.93,6.57,292.5,353.93,353.93,7.23,1,2615,170327,6666573,,304686,10049442,6436,1,N,M,N,N,N,S,S,N,N,S,P,RIS BATERIA,
119070967,A00,40010002000054,ARS,EUR,ARS,1,P,A0020,C1,2000247892,110842,02,0,C,SFILIPP,IDSANC1,04/2019,18-FEB-19,11-APR-19,22-APR-19,5556.26,5556.26,115.96,5556.26,5556.26,115.96,114.27,5556.26,94.44,4591.95,5556.26,5556.26,115.96,2,2626,170867,6666576,,115323,10049444,6448,0,N,S,N,N,N,S,S,N,N,S,P,COORDINAR PARA MAÑANA A LA 8HS,
119070989,A00,40010002000088,ARS,EUR,ARS,1,P,A0020,CM,2000247498,114597,50,0,C,EFRAINE,IDSANC1,04/2019,18-FEB-19,03-APR-19,08-APR-19,881.75,881.75,18.08,881.75,881.75,18.08,18.12,881.75,18.12,881.75,881.75,881.75,18.08,1,2622,170712,6666590,,376338,10049460,6430,0,N,S,N,N,N,S,S,N,N,S,P,REMOLQUE,
119071011,A00,40010002000053,ARS,EUR,ARS,1,P,A0020,CM,2000247498,114597,50,0,C,EFRAINE,IDSANC1,04/2019,18-FEB-19,03-APR-19,08-APR-19,881.75,881.75,18.08,881.75,881.75,18.08,18.12,881.75,18.12,881.75,881.75,881.75,18.08,1,2622,170712,6666621,,376338,10049488,6430,0,N,S,N,N,N,S,S,N,N,S,P,FIORUCCI 372 (TALLER  LO DEJA AFUERA),
119021585,A00,400100020000087,ARS,EUR,ARS,1,P,A0020,C1,2000247523,114889,02,0,C,RSARABE,NONTIVE,04/2019,15-JAN-19,27-MAR-19,08-APR-19,524,524,10.74,523.02,523.02,10.72,11.75,523.02,9.71,432.25,523.02,523.02,10.72,1,2617,169569,6604451,,381538,9987637,6430,0,N,S,N,N,N,S,S,N,N,S,P,REMOLQUE,
119021682,A00,40010002000054,ARS,EUR,ARS,1,P,A0020,C1,2000246753,114209,02,0,C,MVBORGE,NONTIVE,03/2019,16-JAN-19,11-MAR-19,15-MAR-19,458.17,458.17,9.86,458.05,458.05,9.85,10.29,458.05,8.5,378.55,458.05,458.05,9.85,1,2608,169709,6604554,,372641,9987756,6400,0,N,M,N,N,N,S,S,N,N,S,P,RUTA 16 KM 1005 // TALLER,
119021679,A00,40010002001036,ARS,EUR,ARS,1,P,A0020,C1,2000247273,114560,02,0,C,GOROSIT,NONTIVE,03/2019,16-JAN-19,11-MAR-19,28-MAR-19,1299.12,1299.12,26.97,1188.7,1188.7,24.68,26.9,1188.7,26.9,1188.7,1188.7,1188.7,24.68,1,2608,169759,6604548,,375818,9987750,6421,0,N,M,N,N,N,S,S,N,N,S,P,JUAN B. JUSTO 1639  TALLER PARA LAS 8 APROX,
119021250,A00,40010002000703,ARS,EUR,ARS,1,P,A0020,C1,2000245874,110787,02,0,C,NATANJE,NONTIVE,02/2019,15-JAN-19,25-JAN-19,14-FEB-19,869.33,869.33,20.19,869.32,869.32,20.19,20.15,869.32,16.65,718.45,869.32,869.32,20.19,1,2580,168345,6604027,,115201,9987196,6358,0,N,M,N,N,N,S,S,N,N,S,P, GOMERIA DE ZONA // 1PAZ,
